number of bathrooms,living area,number of floors,waterfront present,number of views,grade of the house,Area of the basement,living_area_renov
1.5,1240,1.0,0,0,7,0,1260
2.5,2790,2.0,0,0,8,0,2790
2.5,2040,2.0,0,0,8,0,2380
4.75,3830,1.0,0,0,8,1700,2750
2.5,3740,1.0,0,0,10,1480,2650
1.5,1270,1.0,0,0,7,0,1580
2.5,3400,1.0,0,0,8,1700,1890
2.25,2350,1.0,0,0,8,960,2250
2.5,3360,2.0,0,0,9,0,3060
2.75,1250,2.0,0,0,8,210,1250
2.25,2450,1.0,0,0,7,0,1440
2.0,1770,1.0,0,0,7,810,2010
2.25,2140,2.0,0,0,7,0,2480
1.75,1960,1.0,0,0,6,980,1790
1.0,1410,1.0,0,0,7,600,1500
1.75,2180,1.0,0,0,7,1090,2000
2.0,1480,1.0,0,2,7,740,1250
1.0,1190,1.0,0,0,7,0,2100
2.5,3001,2.0,0,0,8,0,2340
1.75,1650,1.0,0,0,7,590,2280
2.5,1490,3.0,0,0,8,0,1364
2.5,2010,2.0,0,0,7,0,2010
1.75,1090,1.0,0,0,7,0,1240
2.5,1450,1.0,0,0,7,610,2120
2.0,1350,1.0,0,0,7,0,2100
1.0,1390,1.0,0,0,7,0,1390
1.0,1090,1.0,0,0,6,0,1090
2.5,1950,2.0,0,0,7,0,1540
2.25,1490,1.0,0,0,7,320,1590
1.0,1090,1.0,0,0,6,0,1260
1.5,2180,1.0,0,0,6,900,2420
2.25,2510,1.0,0,0,7,900,1940
1.75,2020,1.0,0,0,7,800,2220
1.0,1900,1.5,0,0,5,0,1430
0.75,650,1.0,0,0,5,0,1110
1.5,1250,1.0,0,0,7,0,1260
1.5,1950,1.5,0,0,6,0,1950
1.0,1040,1.0,0,0,6,0,1100
1.0,1660,1.0,0,0,7,560,1660
1.0,910,1.0,0,0,6,0,1070
1.0,790,1.0,0,0,7,0,1310
2.75,3260,1.0,0,0,10,1090,3480
2.5,2550,2.0,0,2,10,0,2030
3.5,4910,1.5,0,0,11,1800,4560
2.25,4470,2.0,0,0,11,0,3210
2.0,2290,1.0,0,0,8,0,2300
4.5,3810,2.0,0,0,10,0,3390
2.25,2510,2.0,0,0,8,0,2510
2.5,3320,2.0,0,0,10,0,3320
2.5,3100,1.0,0,0,10,0,3000
2.5,2190,2.5,0,0,8,0,1880
2.5,2580,2.0,0,0,9,0,2580
1.0,1700,1.5,0,0,8,0,1610
2.75,2470,2.0,0,0,9,0,2570
2.5,3030,1.5,0,0,10,0,3360
5.0,5774,1.0,0,2,11,1284,3260
2.5,3430,2.0,0,0,10,0,3480
2.5,2700,2.0,0,0,9,0,2260
2.25,2060,1.0,0,0,8,700,2060
3.25,3200,2.0,0,0,9,0,3120
1.5,2360,2.0,0,0,7,430,1320
1.75,1830,1.5,0,2,8,0,2120
2.5,2470,2.0,0,0,9,0,2440
2.75,1680,1.0,0,0,7,0,2400
2.5,2540,2.0,0,0,8,780,2000
1.75,2220,1.5,0,0,7,800,1550
1.5,1159,1.0,0,0,7,0,1640
2.5,2240,2.0,0,0,9,0,2410
1.5,1830,1.0,0,0,7,0,1310
1.75,2000,1.0,0,0,7,890,1750
2.5,2090,1.0,0,0,7,730,2090
2.0,2370,1.5,0,0,7,770,2370
1.75,1900,1.0,0,0,7,950,1480
1.75,1400,1.5,0,0,6,300,1720
2.75,2450,1.0,0,0,9,0,2650
1.75,1600,1.5,0,0,7,0,1670
2.5,1820,2.0,0,0,9,0,2720
1.75,2170,1.0,0,0,8,720,2090
2.0,2090,1.5,0,0,7,0,1890
2.75,2270,1.0,0,0,7,980,1750
2.75,1850,1.5,0,0,7,0,1250
2.5,2150,1.0,0,0,7,730,2010
2.5,2310,2.0,0,0,9,0,2410
1.0,1660,1.0,0,0,7,600,1450
2.5,2910,2.0,0,0,10,0,2910
2.75,2580,2.0,0,0,8,0,2700
2.5,3040,2.0,0,0,8,0,2420
1.0,840,1.0,0,0,6,0,1390
1.0,980,1.0,0,0,6,120,980
1.0,830,1.0,0,0,6,0,950
1.75,1620,1.0,0,0,7,760,1400
2.5,1690,2.0,0,0,8,540,1690
1.0,1290,1.0,0,0,7,310,1680
1.75,2010,1.0,0,0,7,670,1500
3.5,2100,2.0,0,0,9,0,2400
3.0,2257,1.0,0,0,8,894,1540
2.25,2120,2.0,0,0,7,0,2070
2.25,1970,2.0,0,0,7,0,1780
1.0,1050,1.5,0,0,7,0,1510
2.0,1700,1.0,0,0,7,700,2000
2.5,2220,2.0,0,0,8,0,1980
2.5,1840,2.0,0,0,8,0,2000
2.5,2010,2.0,0,0,8,0,2160
1.0,1050,1.0,0,0,7,0,1760
1.0,1480,1.0,0,0,7,0,1450
1.5,1220,3.0,0,0,8,0,1220
1.75,2110,2.0,0,0,7,0,1800
1.5,1590,1.0,0,3,7,0,2280
1.0,1260,1.0,0,0,6,0,2100
1.75,1250,1.0,0,0,7,0,1910
1.0,700,1.0,0,0,6,0,920
2.5,1780,1.0,0,0,7,380,1520
2.0,1570,1.0,0,0,7,0,1570
2.0,1850,1.0,0,0,7,700,1580
2.5,2230,2.0,0,0,7,0,2800
2.0,1630,1.0,0,0,7,580,1670
1.75,1340,1.0,0,0,7,0,1510
1.0,1240,1.0,0,0,7,0,1130
1.0,1170,1.0,0,2,6,0,1380
1.0,860,1.0,0,0,6,0,1660
1.0,700,1.0,0,0,6,0,1030
1.0,1100,1.0,0,0,7,0,1530
1.75,3550,2.0,0,0,9,0,3000
2.5,3200,2.0,0,0,9,0,1650
3.5,4210,2.0,0,0,10,0,3860
3.25,3740,1.0,0,0,10,1740,4210
4.25,3920,2.0,0,0,9,1020,2540
2.5,3950,3.0,0,0,10,0,3200
1.75,2930,1.0,0,3,9,1260,2530
1.0,1230,1.0,0,0,7,0,2100
3.5,3930,2.0,0,1,9,1110,3700
2.75,3030,2.0,0,0,9,0,2720
2.5,3310,2.0,0,0,9,0,2600
1.75,1790,1.0,0,2,8,440,1960
3.75,3580,2.0,0,0,10,390,2740
2.5,3240,2.0,0,0,10,0,3010
3.0,1980,2.5,0,0,8,0,1680
2.5,3150,2.0,0,0,9,0,2410
3.0,3150,2.0,0,0,9,0,2970
2.5,4560,2.0,0,0,9,760,2360
3.25,2740,2.0,0,0,9,680,3030
2.0,2560,1.0,0,0,7,670,1330
2.5,2680,2.0,0,0,9,0,2810
2.0,1550,1.5,0,0,7,0,1680
2.5,2240,1.0,0,0,9,0,2520
1.75,2000,2.0,0,0,7,0,1520
2.75,2550,1.0,0,0,8,1110,2290
2.5,2360,2.0,0,3,9,0,1620
1.0,1490,1.0,0,0,7,400,1590
2.5,3020,1.0,0,0,9,1420,2500
2.25,1980,1.0,0,0,8,0,2460
2.5,2700,2.0,0,0,9,0,2660
2.5,1840,2.0,0,0,7,0,1240
2.5,2240,2.0,0,0,8,0,1860
2.0,2050,1.5,0,0,7,840,1310
3.5,2870,1.0,0,0,7,1350,1380
1.0,1660,1.0,0,0,7,660,1110
1.5,1260,1.0,0,0,7,0,1800
1.75,1410,1.0,0,0,7,0,1410
2.5,1870,1.0,0,0,8,400,1930
1.0,1320,1.0,0,1,6,0,1420
2.0,1510,1.0,0,2,7,280,1950
1.75,1880,1.0,0,0,7,870,1710
2.0,1640,1.0,0,0,7,0,1680
1.5,1340,1.0,0,0,7,0,1340
1.5,1490,1.0,0,0,7,0,1490
1.0,1630,1.0,0,0,7,0,1480
1.5,1120,1.0,0,0,7,0,1470
2.5,2240,2.0,0,0,8,0,1900
2.5,1720,2.0,0,0,7,0,1720
1.75,1890,1.0,0,0,7,640,1870
2.5,2710,2.0,0,0,9,0,2520
1.75,1680,1.0,0,0,7,610,1680
1.0,1400,1.0,0,0,8,0,1400
2.5,1700,2.0,0,0,8,0,2280
2.5,1232,3.0,0,0,7,0,1232
1.75,2290,1.0,0,0,7,950,1800
2.25,1180,2.0,0,0,7,0,2660
1.75,1960,1.0,0,0,7,980,1070
2.25,2150,2.0,0,0,7,0,2010
2.5,2150,2.0,0,0,8,0,1910
1.0,880,1.0,0,0,7,0,1440
2.25,1490,2.0,0,0,7,270,1490
1.75,2020,1.0,0,0,7,1010,1650
1.0,1220,1.0,0,0,7,0,1510
1.5,850,1.0,0,0,7,0,850
1.0,1330,1.5,0,0,5,0,1350
2.5,1840,2.0,0,0,7,440,1840
1.0,1010,1.0,0,0,7,0,1010
2.25,1590,2.0,0,0,7,0,1590
2.5,1690,2.0,0,0,8,0,2550
2.5,2070,2.0,0,0,8,0,1950
2.0,1650,1.0,0,0,7,490,1710
1.0,1230,1.0,0,0,7,0,1510
1.75,1490,1.0,0,0,7,0,1880
2.0,1400,1.0,0,0,6,700,1410
2.0,1400,1.0,0,0,7,250,1820
1.0,1040,1.0,0,0,7,0,1440
1.0,1160,1.0,0,0,6,0,1200
2.0,1670,1.0,0,0,7,0,1640
1.0,980,1.5,0,0,6,0,980
1.0,1090,1.0,0,0,7,0,1190
1.0,1150,1.0,0,0,6,0,1120
1.0,1060,1.0,0,0,6,0,1380
4.25,6490,2.0,0,3,11,2550,3290
3.0,5520,2.0,0,3,9,1950,3770
2.0,2220,1.0,0,2,7,1000,1800
2.75,3280,2.0,0,0,10,0,3490
1.5,3360,2.0,0,0,9,0,3360
3.25,3120,2.0,0,0,9,750,2520
2.0,2180,1.0,0,0,7,1080,1470
2.5,2110,2.0,0,0,8,0,1700
2.5,3120,2.0,0,0,9,0,2580
2.75,2830,2.0,0,0,9,0,3150
2.0,2050,1.0,0,0,8,870,1940
1.0,2020,1.0,0,3,7,320,2020
2.5,3200,2.0,0,0,9,0,3290
3.25,3690,2.0,0,0,9,0,2290
2.5,3160,2.0,0,0,9,0,2970
2.25,1720,1.5,0,0,7,270,1410
2.5,2170,2.0,0,0,9,0,2170
2.5,2720,2.0,0,0,9,0,3180
2.5,2134,2.5,0,0,8,0,2170
1.0,910,1.0,0,0,7,0,1720
2.25,1290,2.0,0,0,8,0,1700
2.25,1520,3.0,0,0,8,0,1550
2.0,2260,1.0,0,0,9,0,2260
1.0,1140,1.5,0,0,7,0,1350
1.5,1260,1.5,0,0,8,0,1700
2.5,2370,2.0,0,0,9,0,2660
2.5,1310,2.0,0,0,8,150,1320
2.0,1450,1.5,0,0,8,0,1450
1.0,1160,1.0,0,0,8,0,1750
2.5,2430,2.0,0,0,7,0,2430
1.75,1560,1.5,0,2,7,560,1430
2.25,2270,1.0,0,0,7,980,1480
2.25,1990,2.0,0,0,8,0,2180
3.0,1970,1.0,0,0,8,0,2150
2.5,2320,2.0,0,2,9,0,2550
2.5,2280,2.0,0,0,7,0,2280
1.75,2150,1.0,0,0,7,950,1480
2.5,2670,1.0,0,0,10,0,1960
2.5,1800,2.0,0,0,7,0,1800
2.5,2740,2.0,0,4,9,0,2500
1.75,1180,1.0,0,0,7,240,1230
3.25,1860,3.0,0,0,8,0,1830
2.25,1410,2.0,0,0,7,120,1445
1.5,1100,2.0,0,0,8,160,1380
2.5,2790,2.0,0,0,9,0,1660
1.5,1370,1.0,0,0,7,470,1510
1.75,1726,2.0,0,0,7,0,2114
1.0,700,1.0,0,0,7,0,1010
2.5,2440,2.0,0,0,7,0,2410
1.0,1980,1.5,0,0,7,0,1730
1.0,1260,1.0,0,0,6,540,1300
2.5,1480,2.0,0,0,9,300,1380
1.0,1250,1.0,0,0,7,0,1404
1.5,1170,1.0,0,0,7,0,1570
2.0,1760,1.0,0,0,7,700,1680
2.5,2340,2.0,0,0,8,0,2980
2.25,2060,1.0,0,0,8,500,2080
2.5,1870,2.0,0,0,7,0,2090
1.0,830,1.0,0,0,6,0,1340
2.5,1480,2.0,0,0,8,0,1480
2.0,1510,1.0,0,0,7,0,1510
1.5,1070,1.0,0,0,7,0,1220
2.0,1900,1.0,0,0,7,950,1690
2.25,1440,1.0,0,0,7,500,1440
3.5,1850,2.0,0,0,7,720,1280
1.0,870,1.0,0,0,6,0,1120
1.0,1530,1.5,0,0,7,130,1530
1.0,1460,2.0,0,0,6,0,1060
2.25,1860,1.0,0,0,8,740,1990
2.0,1020,2.0,0,0,7,300,1360
1.75,1730,1.0,0,0,7,680,1350
1.0,1000,1.0,0,0,6,0,1280
1.0,1010,1.0,0,0,7,0,1580
2.0,1700,1.0,0,0,6,810,1440
2.0,1940,1.0,0,0,9,0,2330
2.5,2060,1.0,0,0,8,620,2280
2.5,2130,1.0,0,0,8,920,2030
2.0,1360,1.0,0,0,7,580,1340
2.5,2480,2.0,0,0,8,0,2300
2.25,1410,1.0,0,2,7,240,1560
2.5,1970,2.0,0,0,7,0,1970
3.75,5340,2.5,0,3,10,1600,3910
3.25,5010,2.0,0,0,12,0,4760
3.5,3410,2.0,0,0,10,0,2650
2.5,3190,1.0,0,3,9,1510,3160
3.0,2240,1.5,0,0,8,970,2240
1.75,2430,1.0,0,4,10,0,3150
1.5,2200,1.5,0,0,9,0,2860
2.75,2730,1.5,0,0,8,1180,1860
3.25,4180,2.0,0,0,8,1300,3170
3.5,2640,2.0,0,2,8,0,1700
2.5,2380,1.0,0,2,8,0,1610
2.5,3480,2.0,0,0,11,0,2930
2.0,3370,1.5,0,0,7,1230,1920
2.5,2660,2.0,0,0,9,0,2890
2.5,3430,2.0,0,0,8,0,3580
1.75,2010,1.0,0,0,7,780,2210
2.0,1610,1.5,0,0,8,0,1740
2.25,1540,3.0,0,0,9,0,1410
2.5,2460,2.0,0,0,8,0,2330
1.75,3290,1.5,0,0,8,0,2210
2.0,1420,1.5,0,2,7,0,1420
2.25,2030,1.0,0,0,7,840,1950
2.5,2500,2.0,0,0,9,0,2760
2.25,2030,1.0,0,0,8,530,2030
2.25,2110,2.0,0,0,8,0,2220
1.0,1660,1.5,0,0,7,400,1400
3.5,2320,2.0,0,0,9,260,2320
1.75,2420,1.0,0,0,8,940,2370
1.75,1890,1.0,0,0,7,600,1320
2.5,1680,2.0,0,0,8,300,1360
2.0,1690,1.5,0,0,7,140,1620
1.0,1500,1.5,0,0,7,130,1500
2.25,1260,3.0,0,0,8,0,1330
1.75,2200,2.0,0,2,7,0,1170
2.25,1450,2.0,0,0,7,470,1510
3.5,3370,2.0,0,3,9,0,2790
2.5,1350,3.0,0,0,8,0,1350
1.0,1490,1.0,0,0,7,630,1460
2.5,3060,1.0,0,0,8,1360,1630
1.75,1630,1.0,0,0,8,0,2260
1.5,1710,1.5,0,0,8,300,1860
1.75,1250,1.0,0,0,7,0,1560
1.0,1060,1.0,0,0,7,0,1980
2.75,2190,1.0,0,0,7,820,2280
1.75,1800,1.0,0,0,8,0,2140
1.5,1010,1.5,0,0,5,0,1760
2.5,2200,2.0,0,0,8,0,2130
2.5,1920,2.0,0,0,8,0,1920
1.0,770,1.0,0,0,5,0,1420
2.75,2500,2.0,0,0,8,0,1660
2.5,2490,2.0,0,0,9,0,2690
2.5,1690,2.0,0,0,8,540,1690
2.5,1670,2.0,0,0,7,0,1510
1.5,1660,1.0,0,0,6,830,1930
1.0,700,1.0,0,0,7,0,2300
2.75,2070,1.0,0,0,7,950,1010
1.0,1290,1.0,0,0,7,0,2370
2.25,1640,2.0,0,0,8,0,1830
2.5,1830,2.0,0,0,7,0,1830
2.0,1580,2.0,0,0,6,0,1190
2.5,2680,2.0,0,0,8,0,2430
1.75,2310,1.0,0,0,7,660,1790
1.0,1370,1.0,0,0,7,0,1160
1.75,1610,1.0,0,0,8,0,2010
3.0,2100,1.0,0,0,8,900,1270
2.75,2170,1.0,0,0,8,790,2170
2.5,1700,2.0,0,0,7,0,1950
1.5,2120,1.5,0,0,7,0,1730
1.75,2080,1.0,0,0,7,1040,1780
1.5,810,2.0,0,0,7,0,1320
2.5,1270,2.0,0,0,8,0,1270
2.5,1720,2.0,0,0,7,0,1760
1.0,1120,1.0,0,0,6,0,1540
1.5,1310,1.0,0,0,7,250,1260
2.25,1580,2.0,0,0,7,0,1730
2.0,1470,2.0,0,0,6,0,1180
1.0,910,1.0,0,0,7,0,1410
2.25,1610,2.0,0,0,7,0,1950
1.0,970,1.0,0,0,7,0,1750
1.0,1080,1.0,0,0,6,0,1380
1.0,930,1.0,0,0,5,0,930
1.0,950,1.0,0,0,6,0,1260
1.0,680,1.0,0,0,6,0,1340
3.5,4460,1.0,0,0,9,1910,1980
3.75,3300,1.5,0,4,10,700,3300
1.75,3400,1.0,0,2,9,1580,3200
3.5,4380,1.0,0,0,11,0,5170
2.0,2850,1.0,0,4,10,1400,2810
3.5,4560,1.0,0,3,12,2330,4060
3.0,2880,2.0,0,0,8,700,1870
2.0,2390,2.0,0,1,8,0,2390
2.75,2620,1.5,0,2,9,900,3530
3.5,3120,2.0,0,0,9,640,1880
2.25,2260,1.0,0,0,9,0,2650
2.25,3500,1.0,0,4,9,1670,2960
2.75,3160,2.0,0,0,9,0,2200
1.5,1570,2.0,0,0,8,0,2070
3.5,3070,2.0,0,0,10,880,2290
2.25,1640,3.0,0,0,8,0,1630
2.25,2560,1.0,0,0,8,800,2240
1.75,2450,1.0,0,2,9,820,3150
2.0,2150,1.0,0,0,7,880,1740
2.5,2770,2.0,0,2,9,0,2530
2.5,3230,2.0,0,0,10,0,3480
1.0,1790,1.0,0,0,7,750,1310
1.0,1680,1.5,0,0,7,0,1710
2.5,2650,2.0,0,0,9,0,1200
3.0,2690,1.0,0,0,8,0,2820
2.25,1990,2.0,0,0,8,0,1990
2.5,2150,2.0,0,0,8,0,1800
2.5,3550,2.0,0,0,9,0,3920
2.5,2480,2.0,0,0,7,0,2480
2.5,1700,2.0,0,0,8,0,1880
2.75,2820,1.0,0,0,8,960,2580
2.5,2660,2.0,0,0,8,0,1840
2.25,2890,2.0,0,0,9,0,2570
1.75,1280,1.0,0,0,7,420,1490
1.75,1540,1.0,0,0,7,350,1950
2.5,3050,1.0,0,0,9,0,2960
2.5,2830,2.0,0,0,9,0,2500
1.5,1540,2.0,0,0,8,0,1540
3.5,2680,2.0,0,0,8,640,1530
2.0,1820,1.0,0,0,8,0,2260
2.5,2670,2.0,0,0,9,0,2880
2.0,2020,1.0,0,0,7,1000,1670
2.5,1210,3.0,0,0,8,0,1210
3.5,3200,2.0,0,0,7,0,2730
1.75,2090,1.5,0,0,7,840,1670
1.0,1910,1.0,0,0,7,900,1600
3.5,4460,3.0,0,2,10,1180,2490
1.75,1480,1.0,0,0,6,640,1090
2.75,2050,1.0,0,0,7,870,1440
2.5,1260,3.0,0,0,8,0,1340
1.75,1650,1.0,0,0,7,500,1390
2.25,1270,2.0,0,0,8,230,1410
2.25,2140,1.0,0,0,7,670,1980
1.0,1210,1.5,0,0,6,0,1540
1.5,2060,1.0,0,0,8,0,2320
1.75,1300,2.0,0,0,7,0,1350
1.5,1270,3.0,0,0,8,0,1270
2.0,2010,2.0,0,0,8,500,1780
1.75,1200,1.0,0,0,7,0,1340
2.5,2800,2.0,0,0,8,0,3740
1.75,1940,1.0,0,0,7,970,1460
1.0,1050,1.0,0,0,7,0,1380
2.25,1970,2.0,0,0,8,290,1690
2.5,1800,2.0,0,0,8,0,1800
2.5,2430,2.0,0,0,9,0,2420
1.0,1730,2.0,0,0,6,0,1180
1.5,1080,1.5,0,0,7,0,1400
2.25,1770,1.0,0,0,8,580,2490
1.0,1320,1.5,0,0,7,0,1260
2.25,1230,2.0,0,0,8,270,1130
1.5,1490,1.0,0,0,8,0,1960
2.5,1700,2.0,0,0,7,0,1700
3.0,2800,2.0,0,0,8,0,3610
1.75,1690,2.0,0,0,8,310,1690
1.0,1150,1.0,0,0,7,0,1150
1.75,1590,2.0,0,0,7,0,1610
2.25,2220,2.0,0,0,8,0,2240
3.5,2800,2.5,0,0,9,0,1780
1.5,1240,1.0,0,0,7,0,1240
1.0,1060,1.0,0,0,7,0,1570
1.0,860,1.0,0,0,7,0,1310
1.0,1180,1.0,0,0,6,0,1410
2.5,2303,2.0,0,0,8,0,2303
2.5,2170,2.0,0,0,8,0,2300
2.5,1600,1.0,0,0,7,770,1600
3.0,1880,1.0,0,0,7,0,1540
2.25,1870,1.0,0,0,7,700,2000
1.75,1480,1.0,0,0,7,0,1430
2.25,1400,1.0,0,0,7,260,1680
1.0,790,1.0,0,0,6,0,1380
1.0,1092,1.5,0,0,6,0,930
2.5,1590,2.0,0,0,7,370,1590
1.0,1090,1.0,0,0,7,0,1720
1.0,2120,1.0,0,0,7,1060,1010
5.25,2860,2.0,0,0,7,0,1390
1.0,910,1.0,0,0,6,170,2090
1.75,1560,1.0,0,0,7,0,1840
1.75,1280,1.0,0,0,7,0,1440
2.5,2090,2.0,0,0,8,0,2740
2.5,1860,1.0,0,0,7,640,1860
1.0,870,1.5,0,0,6,0,1190
1.0,790,1.0,0,0,6,0,1470
1.75,1570,2.0,0,0,7,0,1580
2.5,1990,2.0,0,0,7,0,1862
2.0,1490,1.0,0,0,7,0,1540
1.0,1320,1.0,0,0,7,0,1370
2.0,1960,1.0,0,0,7,800,1950
1.5,2500,1.0,0,0,7,1000,1720
1.0,1770,1.5,0,0,7,810,1830
1.5,1650,1.0,0,0,7,560,1560
1.75,2180,1.0,0,0,8,1000,2180
2.0,1700,1.0,0,0,6,0,1320
1.0,1050,1.0,0,0,6,0,1050
1.0,820,1.0,0,0,8,60,1770
1.0,950,1.0,0,0,6,0,1820
1.75,1140,1.0,0,0,7,0,1510
4.75,5305,2.0,0,2,11,1560,2960
3.25,3690,2.0,0,0,11,0,1880
2.5,4460,2.0,0,0,12,0,3770
3.25,3660,2.5,0,0,10,300,3240
2.5,3240,2.0,0,0,9,1180,1820
2.25,2760,2.0,0,0,10,0,3030
3.25,3810,1.0,0,1,10,1130,3240
1.75,1890,2.0,0,0,8,0,2180
4.0,3880,2.0,0,3,11,180,3880
2.75,2290,2.0,0,0,7,120,1910
4.0,4850,2.0,0,0,10,0,3850
3.25,2790,1.0,0,3,9,1660,2530
3.75,5330,2.0,0,2,10,1760,4420
3.0,2876,1.0,0,2,9,906,3500
2.75,3488,2.0,0,0,10,0,3600
2.75,2830,2.0,0,0,10,0,3840
2.5,2020,3.0,0,3,8,0,1920
2.5,3400,2.0,0,0,9,0,3180
2.5,3010,2.0,0,0,9,0,2590
3.25,2780,2.0,0,0,9,0,1000
2.75,2550,1.0,0,0,8,850,2550
2.5,2340,1.0,0,2,8,750,2110
3.5,2350,2.0,0,3,8,680,2250
2.25,2750,1.0,0,0,8,1250,1740
2.5,2630,2.0,0,0,8,0,2680
2.75,2450,2.0,0,0,9,0,2330
2.5,2360,2.0,0,0,8,0,2440
2.25,2230,2.0,0,0,9,0,2390
2.5,2910,2.0,0,2,8,0,2550
2.5,2540,2.0,0,0,9,0,2540
2.25,2020,2.0,0,0,8,0,2070
3.0,1960,2.0,0,0,9,360,2080
3.25,3010,1.5,0,0,8,1000,2450
1.75,1300,1.0,0,0,7,0,1850
2.0,1470,2.0,0,0,8,470,1660
2.5,1900,2.0,0,0,8,0,2030
1.0,1030,1.0,0,0,7,110,1530
2.75,2100,2.0,0,0,9,590,2240
1.0,1450,1.0,0,1,8,500,1880
2.5,3290,2.0,0,0,8,0,2050
2.5,1900,2.0,0,0,8,0,1980
3.5,2380,2.0,0,3,8,710,2540
2.0,1790,1.0,0,2,7,950,1440
2.0,1660,1.0,0,0,6,810,1110
1.0,1200,1.0,0,0,7,130,1770
2.25,2080,1.0,0,0,8,860,2110
1.0,1150,1.0,0,0,6,0,1460
2.75,2550,2.0,0,0,8,0,1020
2.5,2420,2.0,0,0,8,560,2620
1.0,960,1.0,0,0,5,0,1320
2.0,1440,1.0,0,0,8,0,1440
1.75,2470,1.0,0,1,7,900,2600
1.75,1540,1.0,0,0,8,0,1330
2.25,1445,2.0,0,0,7,145,1410
2.0,1540,1.0,0,0,7,420,1910
2.25,2880,2.0,0,0,8,0,2370
1.75,2000,1.0,0,0,6,0,1440
2.5,2150,2.0,0,0,8,0,2150
0.75,850,1.0,0,2,6,300,2500
2.5,1530,3.0,0,0,8,0,1530
1.5,980,1.0,0,0,7,0,1390
2.75,1800,1.0,0,0,7,750,1820
2.5,2220,2.0,0,0,8,0,2220
2.25,1800,2.0,0,0,7,0,1870
1.0,1250,1.0,0,0,7,0,1440
1.0,990,1.0,0,0,6,0,1440
2.25,2000,1.0,0,0,8,0,2190
1.0,970,1.0,0,0,6,0,1570
2.5,2720,2.0,0,0,7,0,2760
1.0,790,1.0,0,0,6,0,1430
2.25,1870,2.0,0,0,7,0,1620
1.75,2380,1.5,0,0,7,1060,1290
2.5,2030,2.0,0,0,7,0,1810
1.75,1390,1.0,0,0,6,530,1390
2.0,2220,1.0,0,0,7,0,1170
2.5,1990,1.0,0,0,7,420,1920
1.5,1060,1.0,0,0,7,0,1410
2.0,1170,1.0,0,0,7,0,1410
1.0,1140,1.0,0,0,6,0,1110
1.5,1780,1.0,0,0,7,0,1130
1.75,1330,1.0,0,0,7,0,1450
2.0,1930,1.5,0,0,6,0,1130
1.0,1396,1.0,0,0,7,0,2020
1.0,1060,1.0,0,2,7,0,1300
2.5,2160,2.0,0,0,7,0,1790
1.0,1020,1.0,0,0,7,0,1290
1.0,1240,1.0,0,0,6,0,1540
1.0,1310,1.5,0,0,6,150,1090
2.0,2030,2.0,0,0,7,0,1520
1.75,1380,1.0,0,0,7,390,1660
1.0,1080,1.0,0,0,8,0,1090
1.75,1100,1.0,0,0,6,0,1230
1.75,1230,1.0,0,0,7,0,1690
1.0,1010,1.0,0,0,6,0,2020
5.5,5060,2.0,0,0,11,0,3010
2.5,3160,1.0,0,2,9,1340,3390
1.75,1610,1.0,0,0,8,520,3790
2.75,2890,2.0,0,3,10,60,2415
4.5,6040,2.0,0,0,11,1940,2010
3.0,3600,1.0,0,4,9,1500,2700
3.25,3440,2.0,0,0,10,0,3440
2.5,3030,1.5,0,0,10,0,2980
3.75,3860,2.5,0,0,10,0,3040
3.0,4260,2.0,0,0,11,0,3490
2.75,2080,1.5,0,0,8,0,1730
1.5,1660,2.0,0,0,8,0,1690
3.25,3340,1.5,0,0,9,1100,2880
3.25,3090,2.0,0,4,9,0,2020
2.75,2410,1.0,0,0,8,1000,1760
2.5,2350,2.0,0,0,8,0,2460
2.5,2930,2.0,0,0,9,0,2930
2.0,2000,1.0,0,0,7,900,1460
2.5,2600,2.0,0,0,9,0,2950
2.5,2450,2.0,0,0,8,0,2450
2.5,2670,2.0,0,0,9,0,2490
1.75,2740,1.0,0,2,8,1370,2740
2.5,2860,2.0,0,0,10,0,3070
1.75,2260,1.0,0,1,7,1130,2330
2.5,3240,1.0,0,0,9,1380,3150
1.75,2060,1.0,0,0,7,710,1850
2.5,2980,2.0,0,0,9,0,2750
2.75,2750,1.0,0,3,9,1030,2860
1.75,1650,1.0,0,0,7,610,1540
3.0,2170,1.0,0,0,8,800,2020
1.75,3000,1.0,0,3,7,1500,2500
2.25,2350,1.0,0,0,8,920,2640
2.25,1670,2.0,0,0,8,450,1670
1.75,2860,1.0,1,4,8,1350,2720
1.75,1560,1.0,0,0,6,780,1850
2.0,1640,2.0,0,0,7,0,1240
2.25,2230,1.0,0,0,8,910,2080
2.25,3250,2.0,0,0,9,0,3110
2.25,1820,1.0,0,0,8,580,2030
2.25,1470,2.0,0,0,8,380,1470
2.75,2200,1.0,0,0,6,1100,1520
3.5,1900,2.0,0,0,8,470,1780
3.0,3220,2.0,0,0,9,770,2810
2.5,1520,2.0,0,0,8,280,1660
2.25,1950,1.0,0,0,8,0,2310
1.0,1040,1.0,0,0,7,0,1770
1.0,590,1.5,0,0,5,0,2020
2.5,3140,2.0,0,0,9,0,3000
1.0,1250,1.0,0,0,7,0,1540
2.5,1230,2.0,0,0,7,170,1290
3.5,2420,2.0,0,0,7,0,1430
1.0,800,1.0,0,0,7,0,1300
2.75,3150,1.0,0,0,9,900,2210
1.0,1100,1.5,0,4,6,0,2550
1.5,1360,3.0,0,0,8,0,1360
